"ï»¿web-scraper-order","web-scraper-start-url","Ulasan","label"
"1700618869-551","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","kunjungan bersama keluarga sangat menyenangkan . bisa menggunakan kolam renang hotel harris nya. lokasi strategis . protokol kesehatan bagus . cocok untuk bisnis juga . pegawai ramah , reception ramah , terima kasih mbak .","positif"
"1700618869-552","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempatnya nyaman, harganya terjangkau, liburan bersama keluarga yg asyik. Top deh.. anak senang banget stay disini karena bisa main main di pool dan ada dino lucu sekali. Staff ramah bangett membantu sekali dalam hal pelayanan","positif"
"1700618869-553","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","For budget hotel, this hotel is very recomended sekali, fasilitas kolam renang cukup besar yang bisa digunakan, kamar simple dan bersih. Pelayanan sangat cepat dan seluru kamar selalu didesinfektan dan diarea area hotelnya..","positif"
"1700618869-554","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Overall sangat puas dengan pelayanan yang diberikan dari hotel pop, sangat membantu dan ramah sekali staff staff nya. Dari segi harga juga sangat sangat terjangkau.. akan kembali kesini nanti jika ada perjalanan tugas Surabaya lagi","positif"
"1700618869-555","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Cukup baik, pelayanan ramah, kamar nyaman dan ac juga dingin, sering main ke surabaya dan menginap disini jadi lumayan worth it lah untuk diinapi, kalau ke surabaya mungkin akan main kesini lagi.  Lanjutkan","positif"
"1700618869-556","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan cukup bagus saya menginap selama 8 hari cukup menyenangkan karena kebatulan ada renovasi rumah, disini ada fasilitas kolam renang jadi anak anak saya merasa senang sekali, sedikit kurang nyaman karena lift ke lt 15 sering tdk bisa, overall semuanya bagus","positif"
"1700618869-557","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya sangat bersih, nyaman dan sangat puas, first impresion saya menginap di pop gubeng,, wajib harus menginap kembali jika bepergian ke surabaya.. Pengalaman menginap yang sangat bagus.. Ditunjang tidak hanya kebersihan tapi keramahan dari staff nya","positif"
"1700618869-558","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Overall hotelnya sangat bagus, mulai dari kamarnya yang unik,simple tapi bersih Serta ditunjang dengan harga kamarnya yang oke di kantong.. Dan karyawannya mbak2 dan mas2 nya sangat ramah..tetap dipertahankan","positif"
"1700618869-559","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Liburan dengan keluarga memilih pop gubeng surabaya dengan harga yang bagus ternyata pelayanannya juga sangat excelent,,mulai dari kamarnya yang bersih,lokasi yang strategis serta karyawannya sangat ramah..bagus  bgt pop gubeng","positif"
"1700618869-560","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","menginap di pop hotel sangat menyenangkan sangat nyaman  aman akan selalu jadi rekomendasi menginap selanjutnya  pelayanan yang ramah, penuh dengan senyuman melayani sepenuh hati  tidak menyesal sama sekali","positif"
"1700618869-561","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempat istirahat yg nyaman  Lobby nya menarik, kebersihan kamar lumayan oke.,  Petugas hotel ramah.. yg bikin keren di lobby bisa beli makanan dan gak harus keluar hotel.. jadi merasa semua terfasilitasi","positif"
"1700618869-562","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Selama di Surabaya saya transit di Hotel Pop Gubeng, Saya pikir dengan harga murah tapi fasilitasnya bintang 5. Pelayanan juga bagus. Dan ada coffee shop yang enak buat nongkrong kalo malam. Recommend!!","positif"
"1700618869-563","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempanya nyaman, lokasi strategis, pelayanan baik, perlengkapan lengkap, pengnapan yang cukup terjangkau dan baik. Pengalaman yang cukup baik dan sangat recomended. Ingin rasanya kembali lagi menginap","positif"
"1700618869-564","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Fasilitasnya sudah bagus semua, di lobby konsepnya keren ada kedai kopi, kedai makannan ada martabak manis juga. kebersihan kamar lumayan terjaga, pelatanan juga ramah ., terimakasih mbak eva dan mas yus sudah di bantu saat chexk in","positif"
"1700618869-565","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Jalan jalan di Surabaya kali ini oke banget, dari malang kurang lebih satu jam . Datang di layani dengan baik, harga terjangkau banget pop hotel, sangat rekomended sekali untuk staycation dengan low budget..","positif"
"1700618869-566","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Bersih, Nyaman dan pelayanan sopan. Harga masih terjangkau dan lokasi strategis sangat cocok untuk istirahat bersama keluarga. Parkiran luas dan gak ribet ada wifi dan tv kabel untuk relax di kamar. Great","positif"
"1700618869-567","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Nyaman,enak,kmar bersih ,kmar ada yg khusus smoking sama ada yg tidak smoking bisa pilih,ntr balik boleh lgi nginap di pop gubeng.saya saran kan bagi teman"" yg sama kyk saya,boleh nginap di hotel pop gubeng.cuma ac tlong di perhatikan,kurang agak dingin ac nya,buat kedepan nya,trimsðŸ˜","positif"
"1700618869-568","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","hotelnya keren sih pusat kota oke banget deh pokoknya harganya sangat terjangkau dikelasnya, sangat puas juga pelayanan yang diberikan, suka menginap disini karena murah tapi oke banget lengkap dengan fasilitas kolam renang..","positif"
"1700618869-569","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","kamarnya nyaman, bersih, rapi....  staf nya ramah... gk ribet... pelayanan terbaik ðŸ‘ tetap konsisten dengan pelayanan yang diberikan jangan kasih endor.. pertahankan kualitas dan kuantitasnya..next bakal kembali lagi","positif"
"1700618869-570","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sering kalienginap di pop gubeng..hotelny selalu menarikk bgus dan bersihh terutam kebersihnnya sngat dijaga apaagi musim musim pandemi gini..kebersihan diutamakan.. Dan karyawannya selalu ramahhh ramah Terbaikkkk","positif"
"1700618869-571","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","pertama kali coba menginap di pop gubeng..hotelnya sangat nyaman dan mantap mulai dari kebersihan kamarnya bagus serta karuawannua sangat ramah.. recomemded lha buat uang mau menginap di surabaya oo ya lolsinya strategis","positif"
"1700618869-572","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Staff ramah, kamar nyaman, menyenangkan.. Cocok buat kota yang stay bepergian ke surabaya.. Dan prokes yang disediakan sangat bagus terutama dari kebersihannya.. Buat tamu sangat aman karena kebersihannya yang di jaga Mantull dahhh","positif"
"1700618869-573","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasinya sangat strategiss dan mudah bisa di akses kemana-mana Harganya juga murah serta pelayanannya yang diberikan ramah sekali Fasilitas yang diberikan juga lengkap mulai dari kolam serta parkiran yang luas","positif"
"1700618869-574","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pertama menginap di pop gubeng hotelnya baguss.. Kamarnya sangat bagus bersih dan karyawannya sangat ramah murah sapa.. Tapi sayang tidak dapat sandal dan pasta gigi.. Kedepannya pop gubeng dapat provide tersebut tpi over all bagus","positif"
"1700618869-575","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Ok..hotelnya sangat bersih dan kamarnya juga unik..karyawannya sangat ramah dan murah senyum serta helpfull.. Prokes yang disediakan sangat ketat tetap dipertahankan kualitas dan kuantitas.. Tetap sehat untuk semuanya","positif"
"1700618869-576","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya baik. Terima kasih mas yus dan mbak dita sudah bantu saat keluar hotel.  Kamarnya unik , lumayan bersih dan nyaman saat buat tidur,  Yang bikin keren di lobby ada kedai kopi ada kedai makanan. Sip pokoknya keren","positif"
"1700618869-577","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop Gubeng kami kira hotelnya biasa ternyata hotelnya sangat bagus...kebersihan kamar dan area lobi sangatt di jaga serta pelayanan karyawannya sangat ramah dan juga dari sisi lokasi sangat strategis..keren lhaa","positif"
"1700618869-578","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Overall sudah enak dan nyaman, staf ramah, hanya disayangkan adalah akses koneksi inet yg super lemot aplagi tidak diberi pass wifi, sehingga smua org disekitar hotel bs akses. Need to fix this :) karena beberapa orang pst perlu akses inet yg stabil untuk keperluan kerja.","positif"
"1700618869-579","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pop gubeng meskipun harganya murah tapi pelayanan yang diberikan sangat bagus .. mulai dari kamarnya yang bersih serta area lobinya juga sangat dijaga kebersihan apalagi situasi pndemi ini dituntut untuk jaga kebersihan.. pelayanan dari staffnya sangat ramah juga tapi sayang wifi di kamar 1162 kurang kenceng saja tapi semuanya hotelnya sangat bagus","positif"
"1700618869-580","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lokasinya sangat startegiss dan terutama hitel kamarnya sangat bersihh serta karyawannya sangat ruamahh.. Terbaiklha hotel pop gubeng di surabaya..tidak kapok ke surabaya pop gubeng lagi..cocok untuk berlibur","positif"
"1700618869-581","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","hotel pop gubeng lokasi nya sangat strategis eekat dimana2 tapi sayang ppkm ini yang bikin kota susah..  kami sekeluarga menginap di pop gubeng dengan harga yang sangat terjangkau dan tidak hanya itu saja..  kamarnya area lobi sangat bersih serta karyawannha sangat ramah.. dengan kondisi ppkm ini hotel pop gubeng sangat menjamin kenyamanan tamu","positif"
"1700618869-582","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Overall hotel pop Gubeng sangattt bagus, harga yang ditawarkan juga sesuai dengan fasilitas yang diberikan,, kamarnya pop Gubeng sangat unik dan bersih kamar mandinya yang lucu berbentuk tabung dan keren lha.. Tidak hanya itu saja karyawannya snagat ramah cocok buat kita yang mau bermalam di Surabaya..lokasi nya juga startegis..top lha","positif"
"1700618869-583","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Nice hotel di pusat kita Bagus dan nyaman secara keseluruha n karena karyawan helpful dan hotel nya juga nyaman.. Cuma kehabisan kamar smoking, saya sangat puas dengan pelayanannya.. Good job pop hotel","positif"
"1700618869-584","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Budget hotel yang sangat oke karena fasilitas lengkap dan juga pelayanannya mantap semua service sangat ramah terutama resepsionis, harga sangat oke di tengah pandemi. Ada fasilitas kolam renang tapi selama ppkm ini masih worried untuk pakai. Keseluruhan bagus","positif"
"1700618869-585","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar nyaman Akses mudah karena berada di pusat kota Pelayanan yang ramah   Rekomended untuk liburan dan tempat beristirahat Harga yang sangat terjangkau  Ada mini market d bawah  Dan ada kolam renang yang bisa buat untuk bersantai sambil menikmati hidangan","positif"
"1700618869-586","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop gubeng pertama kali saya menginap di hotel pop..hotelnya sangat bagus,unik dan harga kamar yang sesuai.. Kamar yang disediakan sangat bersih tapi sayang AC di kamar saya 1232 kurang dingin mungkin bisa d benerin hehe Karyawannya juga sangat ramah..next jika ppkm selesai bisa ajak sekeluarga ke pop gubeng","positif"
"1700618869-587","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","selama ppkm hotel sangat berdampakk dengan hotel.. sepitidak seperti biasanya.. tapii hotel pop gubeng meskipun tidak ramai seperti biasanya hotelnya selalu bagus.. sangatdojaga kebersihannya dan karyawannya sangatt ramahh.. tetapdijaga apapun kondisinya..","positif"
"1700618869-588","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Masa ppkm ini saya mencoba menginap di pop gubeng..hotel pop dengan harga yang murah tapi tidak murahan...kamarnya pop sangat unik,bersih serta area lobi yang sangat bersih serta lagi karyawannya sangat ramahh.. Di masa ppkm pop gubeng pilihan utamanya","positif"
"1700618869-589","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Menginap di kamar 1262. Kamar lumayan oke karna ada bangku semi sofa yang biasanya tidak ada di kelas budget. Refill air mineral free, karna tidak disediakan galon dispenser. Proses Check in, check out smooth. Yang paling mengesankan adalah staffnya dari pertama turun mobil langsung disambut didepan oleh FO night shift untuk bantu barang, nama masnya tidak ingat. Saat proses check out saya minta bantuan soal ekspedisi pengiriman barang. Mas Cogito sangat ramah & cekatan membantu prosesnya. Hanya satu minus saja air panas bathroom tidak nyala. Overall satisfied, Thank you for your service Harris pop Gubeng.","positif"
"1700618869-590","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel cukup bersih, pelayanan cukup baik, kamar juga bagus.  Bbrpa masukan saya, untk perlengkapan mkan, tolong disediakan di lantai 1 karna sangat ribet jika saya harus naik ke lt5 hariss hotel lagi terus turun lt1 dan pindah lift lgi untuk naik ke kmar saya di hotel pop.","positif"
"1700618869-591","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Customer service terbaik dan untuk kamar hotel juga lebihh sangat nyaman dan view luar hotel bagus, hotel dekat dengan stasiun berada di pusat kota, hotel ini juga tersedia kolam renang untuk tamu yang menginap di pop","positif"
"1700618869-592","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar oke sesuai pemesanan, kamar bersih, hotel berada di pusat kota mudah kemana manan, fasilitas ada kolam renang gabung dengan hotel harris, pelayanan baik, di lobby ada alamart dan kedai janji jiwa","positif"
"1700618869-593","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Bersih dan nyaman. Pelayanannya oke  Viewnya bagus , kamar mandinya nyaman Bersih dan nyaman. Pelayanannya sangat memuaskan  Cocok untuk staycation bersama teman Kapan kapan nginep lagi kesini karna nyaman banget","positif"
"1700618869-594","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan nya bagus banget , cepat, karena ada kendala ac tapi resepsionis tanggap untuk mengganti kamar, sangat puas sih harga nya juga murah ya promo covid. Kamar bersih protokol kesehatan juga dijalankan dengan baik","positif"
"1700618869-595","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop selalu menyenangkan dan untuk kamarnya serta area hotel selalu bersih dan yang utama karyawan nya sangat ramah,selalu sapa dan murah senyum serta helpfull... Saya dan keluarga selalu menginap di pop yang sangat keren ini","positif"
"1700618869-596","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","pertama kalibmenginap di pop gubeng, kamarnya unik bersih dan sangat menjaga kualitas..tidak hanya kamar tapi karyawannya sangat ramah dan helpfull..kondisi pandemi ini harus tetap dijaga kualitas hotelnya..next bakal balik lagi harus","positif"
"1700618869-597","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat nyaman, pelayanannya sangat memuaskan. Mulai dari front office hingga semuanya memberikan kesan yang baik. Untuk kamarnya nyaman, cukup luas & lega, pemandangannya juga menarik city view. Ada beberapa fasilitas di dalam kamar yang mungkin kurang berfungsi, namun tidak mengurangi kenyamanan di dalamnya.","positif"
"1700618869-598","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar sesuai dengan permintaan, view tengah kota dengan suasana yang menenangkan cocok sekali untuk melepas penat dan merefresh pikiran. Akomodasi nyaman dan memuaskan. Fasilitas bervariasi juga ada kolam renang.","positif"
"1700618869-599","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Saya menginap dengan 2 orang dewasa dan 2 anak usia dibawah 17 tahun. Rata2 hotel yang saya hubungi menyarankan untuk memesan 2 kamar demi kenyamanan. Namun, di Pop! Hotel, saya bisa menginap dalam 1 kamar yang membuat saya lebih nyaman karena tidak perlu terpisah dengan keluarga sehingga lebih merasa aman.","positif"
"1700618869-600","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sudah sering menginap di properti pop hotel , disini baru pertama kali tapi amazingly sangat puas karena ada fasilitas kolam renang yang dipake jadi sangat oke lah.. service oke kok, semua sangat ramah..","positif"
"1700618869-601","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Cukup nyaman untuk saya pribadi, dan juga lokasi dekat dengan pekerjaan saya jadi alhamdulillah selain mudah dijangkau, tempatnya juga nyaman untuk menginap, viewnya juga bagus, lumayan bisa sejenak merehatkan badan dan pikiran","positif"
"1700618869-602","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Viewnya bagus dan lumayan nyaman sekali. Pegawainya ramah sekali. Kamar mandinya lucu sekali. Pelayanan yang sangat sangat superrr ramah sekali, kamar bersih dan rapii, ada mini market juga jadi gaperlu keluar hote, pokonyaa mantappp","positif"
"1700618869-603","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pertama kali ekspetasi menginap pop gubeng biasa karena hotel bintang dua tapi setelah mencoba meninap di pop gubeng diluar ekspetasi..hotelnya dari kamar sangat menjaga kebersihan dan karyawannya sangat ramah..tetap dipertahankan","positif"
"1700618869-604","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","hotelnya di pusat kota, keperluan kerja jadi mudah, kamar tidak terlalu luas namun keren konsepnya unik,  . konsep lobby juga menarik ada kedai kopi, martabak dll.., kebersihan kamar juga lumayan oke., dan staf yg jaga juga ramah2 . terima kasih mas yusâ€™ad dan mbak dewi. sudah membantu saat check out","positif"
"1700618869-605","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan Hotel Sangat Bagus dan Kebersihan Hotel Bagus serta lokasi hotel sangat strategis dan deket kota, kamar standart minimalis, Area hotel banyak makanan dan  jajanan khas surabaya, menjadikan trip lebih menyenangkan dan nyaman","positif"
"1700618869-606","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Mantapp banget dah stay disini, murah dari segi harga tapi fasilitas lengkap. Resepsionis sangat ramah sekali membantu kami check in cheout cepat.. sangat rekomended untuk staycation bareng teman ataupun keluarga","positif"
"1700618869-607","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pertama menginap di pop gubeng kamarnya bersih dapat view yang bagus serta karyawannya sangat ramah serta daerahnya terjangkau dari mana mana..terbaek lha pop gubeng di surabaya..harus kembali lagi jika ada berlibur ke surabaya","positif"
"1700618869-608","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop gubeng budgte hotel tapi hitelnya sangat nice, mulai dari kamarnya yang sangat bersih dengan kamar mandi yang berbentuk tabung unik serta karyawannya sangat ramah selalu menyapa jika kami lewat..mantap lha","positif"
"1700618869-609","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Baru pertama kali saya dan teman-teman menginap di pop gubeng kesannya sangat positif, kamarnya yang bersih,area lobi yang unik o ya kamar mandi di dalam kamar sangat unik jarang melihat nya,serta karyawan yang sangat ramah","positif"
"1700618869-610","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kedua kali menginap di pop gubeng, hotelnya selalu bersih baik di kamar maupun area lobi serta karyawannya sangat ramah dan helpfull..sangat menrik jika kami sekeluarga kembali lagi ke hotel pop gubeng surabaya","positif"
"1700618869-611","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Proses check in cepat dan kamar sesuai dengan permintaan saya, kamarnya bersih nyaman unik kamar mandinya seperti kapsul, fasilitasnya lengkap ada kolam renang juga join sama hotel harris, pelayanya bagus receptionistnya membantu sekali","positif"
"1700618869-612","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sangat baik pelayanannya dan juga check in nya juga mudah, fasilitasnya sangat banyak dan dekat dengan pusat kota. Harganya juga terjangkau dan sangat cocok untuk keluarga yang ingin menginap di surabaya","positif"
"1700618869-613","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Interior kamar lucu banget nuansa warna hijau muda, trus bagian lobby dan sekitar dalam hotel bersih dan banyak interior dg nuansa indonesia banget pokoknya keren deh, tempat parkirnya juga luas banget","positif"
"1700618869-614","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kedua kali menginap masih sama semua pelayanan yang diberikan bagus, fasilitas cukup lengkap dengan adanya swimming pool sangat membuat nyaman untuk stay bareng keluarga dan pasangan. Protokol kesehatan dijalankan dengan baik..","positif"
"1700618869-615","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Oke semua sih nyaman banget stay disini, dari segi harga sangat terjangkau.. Pelayanan dari staff nya sangat membantu sekali.. Ada fasilitas kolam renang sangat bagus nanti mau ajak keluarha untuk cobain fasilitas kolam renang","positif"
"1700618869-616","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop gubeng selalu terbaik tidak kalah dengan pop yang lainnya..kamarnya super bersih,fasilitasnya lengkap apalagi bisa berenang di Hotel sebelahnya Harris serta karyawannya receptoonistnya sangat ramah dan helpfull..bakal kesini lagi","positif"
"1700618869-617","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar bersih dan rapi. Fasilitas tercukupi dengan baik. Pelayanan ramah dan sangat membantu. View dari kamar juga baik. Letak hotel strategis dan terletak di tengah kota, sehingga dekat dari manapun. Harga terjangkau untuk backpacker seperti kami","positif"
"1700618869-618","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan memuaskan orang2nya sgt ramah, fasilitas memuaskan kebersihan oke toilet bersihh dan tidak bau apek, kasur nyaman ad gulingnya juga tapi gulingnya keras.. kurg sikat gigi dan pasta gigi......","positif"
"1700618869-619","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Proses check in cepat , kamar sesuai dengan permintaan, lokasi strategis dekat dengan stasiun Gubeng , fasilitas ada kolam renang juga cocok untuk staycation bareng teman atau keluarga, kamarnya bersih dan bagus, pelayanannya baik semua ðŸ˜Š","positif"
"1700618869-620","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Saat checkin prosesnya cepat, dan saya dapat room no smoking. Suasana kamarnya nyaman karena bersih. Fasilitasnya juga bisa di gunakan dengan semestinya, makanannya beraneka ragam dan enak, pelayannanya juga sangat baik.","positif"
